dtg,mac,rssi,ssid,oui
"2015-10-01 18:08:25.390487",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:08:32.266253",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:08:32.326211",30:d6:c9:94:50:24,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:08:34.798329",de:a2:ac:d4:8c:44,-63,<None>,"Admin OUI"
"2015-10-01 18:08:35.113494",f0:25:b7:2a:c2:84,-83,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:08:56.296016",4a:6b:e0:58:2b:cd,-85,<None>,"Admin OUI"
"2015-10-01 18:08:58.232227",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:09:03.274108",74:5c:9f:36:0b:7b,-83,AV,"TCT mobile ltd."
"2015-10-01 18:09:12.797457",82:b1:40:e9:e5:03,-81,Bug_Jar,"Admin OUI"
"2015-10-01 18:09:12.816275",82:b1:40:e9:e5:03,-81,<None>,"Admin OUI"
"2015-10-01 18:09:32.826180",26:72:e5:53:b4:43,-81,<None>,"Admin OUI"
"2015-10-01 18:09:40.727854",b2:84:c7:51:91:13,-81,<None>,"Admin OUI"
"2015-10-01 18:09:53.245868",c0:bd:d1:ea:0c:8e,-79,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:09:54.499637",da:cf:bf:9a:29:84,-79,CAFwifi,"Admin OUI"
"2015-10-01 18:09:54.522736",da:cf:bf:9a:29:84,-79,<None>,"Admin OUI"
"2015-10-01 18:09:55.585091",d0:a6:37:ea:01:63,-83,<None>,Apple
"2015-10-01 18:10:13.653357",4a:d2:fc:e9:0f:5e,-81,<None>,"Admin OUI"
"2015-10-01 18:10:44.138879",90:18:7c:1b:64:ec,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:10:51.948404",f0:25:b7:2a:c2:84,-83,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:10:53.293622",30:d6:c9:94:50:24,-85,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:10:58.655900",4a:d2:fc:e9:0f:5e,-81,<None>,"Admin OUI"
"2015-10-01 18:10:58.781680",c6:e3:b6:28:76:10,-83,<None>,"Admin OUI"
"2015-10-01 18:10:58.837848",c6:e3:b6:28:76:10,-81,<None>,"Admin OUI"
"2015-10-01 18:11:03.646623",c6:e3:b6:28:76:10,-79,<None>,"Admin OUI"
"2015-10-01 18:11:08.140028",88:53:95:33:5a:1d,-85,<None>,Apple
"2015-10-01 18:11:16.806150",56:78:eb:74:e0:ea,-79,<None>,"Admin OUI"
"2015-10-01 18:11:27.802006",82:b1:40:e9:e5:03,-79,WAAV,"Admin OUI"
"2015-10-01 18:11:27.823583",82:b1:40:e9:e5:03,-77,Bug_Jar,"Admin OUI"
"2015-10-01 18:11:27.844795",82:b1:40:e9:e5:03,-77,<None>,"Admin OUI"
"2015-10-01 18:11:28.871060",18:f6:43:12:1a:ba,-81,nyu,Apple
"2015-10-01 18:11:28.892545",18:f6:43:12:1a:ba,-81,nyu,Apple
"2015-10-01 18:11:46.500855",90:b6:86:c4:e5:1c,-81,<None>,"Murata Manufacturing Co., Ltd."
"2015-10-01 18:12:05.087048",18:f6:43:12:1a:ba,-81,<None>,Apple
"2015-10-01 18:12:05.108759",18:f6:43:12:1a:ba,-81,<None>,Apple
"2015-10-01 18:12:09.528457",da:cf:bf:9a:29:84,-81,CAFwifi,"Admin OUI"
"2015-10-01 18:12:09.551198",da:cf:bf:9a:29:84,-77,<None>,"Admin OUI"
"2015-10-01 18:12:26.987558",82:b1:40:e9:e5:03,-79,WAAV,"Admin OUI"
"2015-10-01 18:12:27.010309",82:b1:40:e9:e5:03,-79,<None>,"Admin OUI"
"2015-10-01 18:12:29.023250",00:1a:4d:3e:2b:52,-81,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 18:12:34.596533",4a:f4:49:a8:2d:a7,-77,<None>,"Admin OUI"
"2015-10-01 18:12:52.008928",2a:ce:4f:7f:0f:0e,-57,<None>,"Admin OUI"
"2015-10-01 18:12:54.020753",70:18:8b:22:15:63,-85,<None>,"Hon Hai Precision Ind. Co.,Ltd."
"2015-10-01 18:13:31.773331",56:78:eb:74:e0:ea,-79,<None>,"Admin OUI"
"2015-10-01 18:13:32.444989",70:ec:e4:07:02:4e,-85,nyu,Unknown
"2015-10-01 18:13:48.003772",6a:6f:5e:74:d0:78,-83,<None>,"Admin OUI"
"2015-10-01 18:13:56.991894",82:b1:40:e9:e5:03,-81,WAAV,"Admin OUI"
"2015-10-01 18:13:57.014057",82:b1:40:e9:e5:03,-81,Bug_Jar,"Admin OUI"
"2015-10-01 18:13:57.035883",82:b1:40:e9:e5:03,-77,<None>,"Admin OUI"
"2015-10-01 18:13:57.466262",90:b6:86:f1:70:8b,-79,<None>,"Murata Manufacturing Co., Ltd."
"2015-10-01 18:13:57.484867",90:b6:86:f1:70:8b,-77,<None>,"Murata Manufacturing Co., Ltd."
"2015-10-01 18:14:24.040804",78:4b:87:f7:af:07,-77,<None>,"Murata Manufacturing Co.,Ltd."
"2015-10-01 18:14:24.063029",78:4b:87:f7:af:07,-75,<None>,"Murata Manufacturing Co.,Ltd."
"2015-10-01 18:14:24.558495",da:cf:bf:9a:29:84,-83,CAFwifi,"Admin OUI"
"2015-10-01 18:14:24.581145",da:cf:bf:9a:29:84,-81,<None>,"Admin OUI"
"2015-10-01 18:14:25.530469",10:41:7f:c1:cd:28,-79,<None>,"Apple Inc"
"2015-10-01 18:14:25.551613",10:41:7f:c1:cd:28,-81,<None>,"Apple Inc"
"2015-10-01 18:14:29.215836",d4:f4:6f:d4:b9:64,-79,<None>,Apple
"2015-10-01 18:14:40.202735",bc:4c:c4:b2:b8:7c,-81,nyu,Apple
"2015-10-01 18:14:40.612266",10:ae:60:37:4f:8a,-83,nyu,PRIVATE
"2015-10-01 18:14:40.634183",10:ae:60:37:4f:8a,-81,nyu,PRIVATE
"2015-10-01 18:14:40.655997",10:ae:60:37:4f:8a,-81,nyu,PRIVATE
"2015-10-01 18:14:40.677420",10:ae:60:37:4f:8a,-79,nyu,PRIVATE
"2015-10-01 18:14:40.695397",10:ae:60:37:4f:8a,-81,nyu,PRIVATE
"2015-10-01 18:14:40.717775",10:ae:60:37:4f:8a,-81,nyu,PRIVATE
"2015-10-01 18:14:40.735405",10:ae:60:37:4f:8a,-83,nyu,PRIVATE
"2015-10-01 18:14:40.756862",10:ae:60:37:4f:8a,-81,nyu,PRIVATE
"2015-10-01 18:14:40.782896",10:ae:60:37:4f:8a,-79,nyu,PRIVATE
"2015-10-01 18:14:40.804076",10:ae:60:37:4f:8a,-81,nyu,PRIVATE
"2015-10-01 18:14:40.825430",10:ae:60:37:4f:8a,-83,nyu,PRIVATE
"2015-10-01 18:14:40.878054",10:ae:60:37:4f:8a,-81,nyu,PRIVATE
"2015-10-01 18:14:40.896742",10:ae:60:37:4f:8a,-81,nyu,PRIVATE
"2015-10-01 18:14:40.915005",10:ae:60:37:4f:8a,-81,nyu,PRIVATE
"2015-10-01 18:14:40.935705",10:ae:60:37:4f:8a,-81,nyu,PRIVATE
"2015-10-01 18:14:40.957182",10:ae:60:37:4f:8a,-81,nyu,PRIVATE
"2015-10-01 18:14:41.016633",10:ae:60:37:4f:8a,-79,nyu,PRIVATE
"2015-10-01 18:14:48.154011",e8:50:8b:0d:3b:31,-79,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:14:49.545317",4a:f4:49:a8:2d:a7,-77,<None>,"Admin OUI"
"2015-10-01 18:14:49.567553",4a:f4:49:a8:2d:a7,-79,<None>,"Admin OUI"
"2015-10-01 18:14:51.584516",e8:50:8b:0d:3b:31,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:15:01.992516",5c:ad:cf:1c:60:6a,-71,nyu,Unknown
"2015-10-01 18:15:02.019955",5c:ad:cf:1c:60:6a,-73,nyu,Unknown
"2015-10-01 18:15:07.320537",30:d6:c9:94:50:24,-79,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:15:07.376322",30:d6:c9:94:50:24,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:15:09.070913",c8:85:50:f2:07:f4,-77,nyu,Apple
"2015-10-01 18:15:09.093480",c8:85:50:f2:07:f4,-81,nyu,Apple
"2015-10-01 18:15:14.375527",5c:ad:cf:1c:60:6a,-57,nyu,Unknown
"2015-10-01 18:15:14.396178",5c:ad:cf:1c:60:6a,-59,nyu,Unknown
"2015-10-01 18:15:17.674413",5c:ad:cf:1c:60:6a,-63,nyu,Unknown
"2015-10-01 18:15:17.696061",5c:ad:cf:1c:60:6a,-61,nyu,Unknown
"2015-10-01 18:15:27.466405",f2:e7:c0:54:72:73,-69,<None>,"Admin OUI"
"2015-10-01 18:15:36.796639",28:5a:eb:56:0e:1d,-79,nyu,Apple
"2015-10-01 18:15:37.235191",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:15:39.767809",10:41:7f:c1:cd:28,-79,<None>,"Apple Inc"
"2015-10-01 18:15:39.789155",10:41:7f:c1:cd:28,-81,<None>,"Apple Inc"
"2015-10-01 18:15:48.123418",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:15:55.178987",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:15:55.208075",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:16:11.268375",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:16:11.994393",82:b1:40:e9:e5:03,-77,Bug_Jar,"Admin OUI"
"2015-10-01 18:16:12.047974",82:b1:40:e9:e5:03,-79,<None>,"Admin OUI"
"2015-10-01 18:16:18.610588",d0:a6:37:ea:01:63,-83,<None>,Apple
"2015-10-01 18:16:19.680807",8e:f0:5c:02:31:74,-79,WAAV,"Admin OUI"
"2015-10-01 18:16:19.702899",8e:f0:5c:02:31:74,-79,Bug_Jar,"Admin OUI"
"2015-10-01 18:16:19.725123",8e:f0:5c:02:31:74,-81,gogoinflight,"Admin OUI"
"2015-10-01 18:16:19.749581",8e:f0:5c:02:31:74,-79,MBAM_BELL,"Admin OUI"
"2015-10-01 18:16:19.770987",8e:f0:5c:02:31:74,-77,Beans,"Admin OUI"
"2015-10-01 18:16:19.791918",8e:f0:5c:02:31:74,-79,"the glory hole","Admin OUI"
"2015-10-01 18:16:19.813333",8e:f0:5c:02:31:74,-81,"Olga's Network","Admin OUI"
"2015-10-01 18:16:19.834360",8e:f0:5c:02:31:74,-81,"1821 kalorama","Admin OUI"
"2015-10-01 18:16:19.856076",8e:f0:5c:02:31:74,-79,WAAV,"Admin OUI"
"2015-10-01 18:16:19.873635",8e:f0:5c:02:31:74,-79,gogoinflight,"Admin OUI"
"2015-10-01 18:16:19.895616",8e:f0:5c:02:31:74,-79,MBAM_BELL,"Admin OUI"
"2015-10-01 18:16:19.916618",8e:f0:5c:02:31:74,-77,"the glory hole","Admin OUI"
"2015-10-01 18:16:19.934798",8e:f0:5c:02:31:74,-77,"Olga's Network","Admin OUI"
"2015-10-01 18:16:22.367516",d0:a6:37:ea:01:63,-83,<None>,Apple
"2015-10-01 18:16:23.840933",fc:c2:de:ac:c9:32,-81,"UCS Public Internet","Murata Manufacturing Co., Ltd."
"2015-10-01 18:16:23.863601",fc:c2:de:ac:c9:32,-81,"UCS Public Internet","Murata Manufacturing Co., Ltd."
"2015-10-01 18:16:26.169744",d0:a6:37:ea:01:63,-81,<None>,Apple
"2015-10-01 18:16:26.191916",d0:a6:37:ea:01:63,-81,<None>,Apple
"2015-10-01 18:16:30.529492",e8:50:8b:0d:3b:31,-79,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:16:46.252331",d0:a6:37:ea:01:63,-83,<None>,Apple
"2015-10-01 18:16:50.233092",30:d6:c9:94:50:24,-79,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:16:50.256034",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:16:50.287398",30:d6:c9:94:50:24,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:16:50.317021",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:16:58.032910",02:f4:78:61:cb:b9,-75,WAAV,"Admin OUI"
"2015-10-01 18:16:58.060945",02:f4:78:61:cb:b9,-75,Bug_Jar,"Admin OUI"
"2015-10-01 18:16:58.082714",02:f4:78:61:cb:b9,-75,gogoinflight,"Admin OUI"
"2015-10-01 18:16:58.103510",02:f4:78:61:cb:b9,-75,MBAM_BELL,"Admin OUI"
"2015-10-01 18:16:58.159092",02:f4:78:61:cb:b9,-75,GUEST,"Admin OUI"
"2015-10-01 18:16:58.182075",02:f4:78:61:cb:b9,-75,Heights,"Admin OUI"
"2015-10-01 18:16:58.203187",02:f4:78:61:cb:b9,-75,"the glory hole","Admin OUI"
"2015-10-01 18:16:58.223856",02:f4:78:61:cb:b9,-73,"1821 kalorama","Admin OUI"
"2015-10-01 18:16:58.245863",02:f4:78:61:cb:b9,-75,WAAV,"Admin OUI"
"2015-10-01 18:16:58.267518",02:f4:78:61:cb:b9,-75,Bug_Jar,"Admin OUI"
"2015-10-01 18:16:58.285373",02:f4:78:61:cb:b9,-73,gogoinflight,"Admin OUI"
"2015-10-01 18:16:58.305722",02:f4:78:61:cb:b9,-75,MBAM_BELL,"Admin OUI"
"2015-10-01 18:16:58.327645",02:f4:78:61:cb:b9,-75,GUEST,"Admin OUI"
"2015-10-01 18:16:58.346106",02:f4:78:61:cb:b9,-75,Heights,"Admin OUI"
"2015-10-01 18:16:58.364385",02:f4:78:61:cb:b9,-71,Beans,"Admin OUI"
"2015-10-01 18:16:58.385230",02:f4:78:61:cb:b9,-73,"the glory hole","Admin OUI"
"2015-10-01 18:16:58.406923",02:f4:78:61:cb:b9,-73,"Olga's Network","Admin OUI"
"2015-10-01 18:16:58.425657",02:f4:78:61:cb:b9,-71,"1821 kalorama","Admin OUI"
"2015-10-01 18:17:02.171117",9a:70:be:74:df:a9,-81,<None>,"Admin OUI"
"2015-10-01 18:17:02.195912",9a:70:be:74:df:a9,-83,<None>,"Admin OUI"
"2015-10-01 18:17:13.442816",d8:bb:2c:24:17:40,-81,NYCCT,Apple
"2015-10-01 18:17:14.414637",80:be:05:40:fd:b6,-81,NYCCT,Apple
"2015-10-01 18:17:22.004605",2a:ce:4f:7f:0f:0e,-57,<None>,"Admin OUI"
"2015-10-01 18:17:32.083880",ac:22:0b:66:75:d3,-79,ImpreMedia,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:32.141193",ac:22:0b:66:75:d3,-81,ImpreMedia,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:32.163533",ac:22:0b:66:75:d3,-83,ImpreMedia,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:32.829688",ac:22:0b:66:75:d3,-79,ImpreMedia,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:32.854835",ac:22:0b:66:75:d3,-81,ImpreMedia,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:32.877365",ac:22:0b:66:75:d3,-81,ImpreMedia,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:34.281378",ac:22:0b:66:75:d3,-79,<None>,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:34.310334",ac:22:0b:66:75:d3,-79,<None>,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:34.873405",ac:22:0b:66:75:d3,-81,ImpreMedia,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:34.923509",ac:22:0b:66:75:d3,-81,<None>,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:36.599217",ac:22:0b:66:75:d3,-79,<None>,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:36.623015",ac:22:0b:66:75:d3,-79,<None>,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:40.902929",ac:22:0b:66:75:d3,-83,<None>,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:40.966181",ac:22:0b:66:75:d3,-83,<None>,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:40.987841",ac:22:0b:66:75:d3,-81,<None>,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:41.010784",ac:22:0b:66:75:d3,-83,<None>,"ASUSTek COMPUTER INC."
"2015-10-01 18:17:45.725776",28:cf:e9:21:33:05,-73,nyu,Apple
"2015-10-01 18:17:57.919512",28:5a:eb:4a:a7:bc,-81,ImpreMedia,Apple
"2015-10-01 18:17:58.985503",60:f8:1d:a3:3e:09,-81,nyu,Apple
"2015-10-01 18:18:01.701003",d6:2a:72:e3:6c:e1,-81,<None>,"Admin OUI"
"2015-10-01 18:18:02.038168",ac:22:0b:66:75:d3,-81,<None>,"ASUSTek COMPUTER INC."
"2015-10-01 18:18:02.062653",ac:22:0b:66:75:d3,-79,<None>,"ASUSTek COMPUTER INC."
"2015-10-01 18:18:35.533094",e8:50:8b:0d:3b:31,-83,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:18:46.536722",7e:9b:1f:be:f9:6a,-79,<None>,"Admin OUI"
"2015-10-01 18:19:03.775414",f4:37:b7:ce:9b:e8,-83,nyu,Apple
"2015-10-01 18:19:07.741517",30:d6:c9:94:50:24,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:19:18.698998",8a:24:1b:47:51:5f,-79,WAAV,"Admin OUI"
"2015-10-01 18:19:18.726841",8a:24:1b:47:51:5f,-77,Bug_Jar,"Admin OUI"
"2015-10-01 18:19:24.006081",4a:d2:fc:e9:0f:5e,-85,<None>,"Admin OUI"
"2015-10-01 18:19:24.026556",4a:d2:fc:e9:0f:5e,-79,<None>,"Admin OUI"
"2015-10-01 18:19:34.767186",f0:d1:a9:d3:ad:62,-81,<None>,Apple
"2015-10-01 18:19:45.693986",f0:99:bf:51:92:b5,-83,<None>,Apple
"2015-10-01 18:19:54.887059",34:12:98:ea:ea:3a,-79,<None>,Error
"2015-10-01 18:19:55.031737",34:12:98:ea:ea:3a,-79,<None>,Apple
"2015-10-01 18:19:57.386672",6e:12:e5:64:25:3b,-71,<None>,"Admin OUI"
"2015-10-01 18:19:57.448527",e8:50:8b:0d:3b:31,-79,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:19:57.488754",e8:50:8b:0d:3b:31,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:20:01.838830",84:38:35:63:31:66,-81,<None>,Apple
"2015-10-01 18:20:03.579112",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:20:03.609024",f0:99:bf:51:92:b5,-83,<None>,Apple
"2015-10-01 18:20:04.273820",4c:7c:5f:9f:ee:4d,-79,nyu,Apple
"2015-10-01 18:20:06.997060",36:e2:9d:8e:04:64,-83,<None>,"Admin OUI"
"2015-10-01 18:20:11.067195",36:e2:9d:8e:04:64,-81,<None>,"Admin OUI"
"2015-10-01 18:20:12.485477",f0:db:e2:50:4c:c1,-81,nyu,Apple
"2015-10-01 18:20:32.547119",8a:24:1b:47:51:5f,-77,WAAV,"Admin OUI"
"2015-10-01 18:20:32.566275",8a:24:1b:47:51:5f,-77,Bug_Jar,"Admin OUI"
"2015-10-01 18:20:33.814618",78:d7:5f:12:74:0b,-83,nyu,"Apple, Inc."
"2015-10-01 18:20:34.525235",f0:db:e2:50:4c:c1,-81,nyu,Apple
"2015-10-01 18:20:36.881514",f0:99:bf:51:92:b5,-85,<None>,Apple
"2015-10-01 18:20:40.775426",f0:99:bf:51:92:b5,-79,<None>,Apple
"2015-10-01 18:20:42.136514",5a:3a:3a:0b:49:93,-79,<None>,"Admin OUI"
"2015-10-01 18:20:43.840075",84:38:35:63:31:66,-81,<None>,Apple
"2015-10-01 18:20:44.165405",28:5a:eb:56:0e:1d,-55,nyu,Apple
"2015-10-01 18:20:56.552919",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:20:57.840378",84:38:35:63:31:66,-81,<None>,Apple
"2015-10-01 18:21:09.608696",30:d6:c9:94:50:24,-77,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:21:09.639299",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:21:15.567953",d6:1d:73:50:8e:9a,-79,<None>,"Admin OUI"
"2015-10-01 18:21:15.588622",d6:1d:73:50:8e:9a,-81,<None>,"Admin OUI"
"2015-10-01 18:21:22.349868",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:21:33.278481",5c:ad:cf:1c:60:6a,-71,nyu,Unknown
"2015-10-01 18:21:33.298293",5c:ad:cf:1c:60:6a,-73,nyu,Unknown
"2015-10-01 18:21:39.422749",30:d6:c9:94:50:24,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:21:39.480801",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:21:48.145697",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:21:51.668071",0e:a6:42:28:d9:9b,-79,<None>,"Admin OUI"
"2015-10-01 18:21:51.999712",ba:db:72:4c:91:9f,-57,<None>,"Admin OUI"
"2015-10-01 18:21:55.679574",0e:a6:42:28:d9:9b,-79,<None>,"Admin OUI"
"2015-10-01 18:22:00.903827",f0:db:e2:50:4c:c1,-79,nyu,Apple
"2015-10-01 18:22:10.128535",f0:db:e2:50:4c:c1,-81,nyu,Apple
"2015-10-01 18:22:20.698199",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:22:20.726964",30:d6:c9:94:50:24,-79,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:22:20.749502",30:d6:c9:94:50:24,-79,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:22:23.876829",84:38:38:88:62:e9,-79,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:22:23.897725",84:38:38:88:62:e9,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:22:25.239338",f0:db:e2:50:4c:c1,-81,nyu,Apple
"2015-10-01 18:22:25.615409",c0:ee:fb:33:6f:ac,-81,<None>,"OnePlus Tech (Shenzhen) Ltd"
"2015-10-01 18:22:32.342008",f0:db:e2:50:4c:c1,-83,nyu,Apple
"2015-10-01 18:22:33.950969",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:22:38.006573",38:48:4c:82:59:1d,-83,nyu,Apple
"2015-10-01 18:22:39.629885",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:22:39.651094",30:d6:c9:94:50:24,-79,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:22:47.548222",8a:24:1b:47:51:5f,-77,WAAV,"Admin OUI"
"2015-10-01 18:22:47.572569",8a:24:1b:47:51:5f,-75,Bug_Jar,"Admin OUI"
"2015-10-01 18:22:47.593629",8a:24:1b:47:51:5f,-77,<None>,"Admin OUI"
"2015-10-01 18:22:53.220057",f6:3f:a2:5b:76:2c,-81,<None>,"Admin OUI"
"2015-10-01 18:22:53.447879",28:5a:eb:56:0e:1d,-61,nyu,Apple
"2015-10-01 18:22:57.162950",5a:3a:3a:0b:49:93,-81,CAFwifi,"Admin OUI"
"2015-10-01 18:22:57.188455",5a:3a:3a:0b:49:93,-79,<None>,"Admin OUI"
"2015-10-01 18:23:00.245200",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:23:00.273761",30:d6:c9:94:50:24,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:23:00.299653",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:23:00.329680",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:23:00.359687",30:d6:c9:94:50:24,-79,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:23:10.952704",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:23:22.629483",84:38:38:88:62:e9,-79,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:23:22.947807",ac:22:0b:66:75:d3,-79,<None>,"ASUSTek COMPUTER INC."
"2015-10-01 18:23:23.631119",ac:22:0b:66:75:d3,-81,ImpreGuest,"ASUSTek COMPUTER INC."
"2015-10-01 18:23:29.888484",6e:12:e5:64:25:3b,-61,<None>,"Admin OUI"
"2015-10-01 18:23:44.338915",9a:97:6c:a0:02:da,-81,<None>,"Admin OUI"
"2015-10-01 18:23:45.588168",3c:ab:8e:65:38:b3,-85,nyu,Apple
"2015-10-01 18:23:46.654316",b2:10:98:32:5f:9f,-79,<None>,"Admin OUI"
"2015-10-01 18:23:49.374910",64:9a:be:c8:18:fd,-81,nyu,Apple
"2015-10-01 18:23:58.578704",7e:e1:35:56:44:16,-81,<None>,"Admin OUI"
"2015-10-01 18:24:02.210244",30:d6:c9:94:50:24,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:24:12.988012",30:d6:c9:94:50:24,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:24:13.010574",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:24:16.132989",28:5a:eb:56:0e:1d,-61,nyu,Apple
"2015-10-01 18:24:18.072564",3c:ab:8e:65:38:b3,-81,nyu,Apple
"2015-10-01 18:24:18.094359",3c:ab:8e:65:38:b3,-81,nyu,Apple
"2015-10-01 18:24:23.786679",00:1a:4d:3e:2d:8d,-81,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 18:24:30.489568",6a:25:38:65:bf:ff,-81,<None>,"Admin OUI"
"2015-10-01 18:24:35.533984",8a:24:1b:47:51:5f,-79,WAAV,"Admin OUI"
"2015-10-01 18:24:35.557165",8a:24:1b:47:51:5f,-79,<None>,"Admin OUI"
"2015-10-01 18:24:41.598821",5c:ad:cf:1c:60:6a,-67,nyu,Unknown
"2015-10-01 18:24:41.621123",5c:ad:cf:1c:60:6a,-67,nyu,Unknown
"2015-10-01 18:24:58.678053",0e:7f:51:5e:15:fc,-81,<None>,"Admin OUI"
"2015-10-01 18:25:12.191615",5a:3a:3a:0b:49:93,-79,CAFwifi,"Admin OUI"
"2015-10-01 18:25:12.214358",5a:3a:3a:0b:49:93,-79,<None>,"Admin OUI"
"2015-10-01 18:25:18.054193",e8:50:8b:0d:3b:31,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:25:18.119097",e8:50:8b:0d:3b:31,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:25:18.537683",5c:ad:cf:1c:60:6a,-73,nyu,Unknown
"2015-10-01 18:25:28.444393",5c:ad:cf:1c:60:6a,-77,nyu,Unknown
"2015-10-01 18:25:28.466910",5c:ad:cf:1c:60:6a,-73,nyu,Unknown
"2015-10-01 18:25:30.367468",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:25:34.888437",9c:fc:01:7d:1a:30,-79,ImpreMedia,"Apple Inc"
"2015-10-01 18:25:41.163815",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:25:41.191243",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:25:41.221244",30:d6:c9:94:50:24,-79,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:25:52.184510",36:a1:34:6b:89:37,-79,<None>,"Admin OUI"
