dtg,mac,rssi,ssid,oui
"2015-10-01 16:20:57.783602",00:1a:4d:3e:28:39,-83,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 16:20:58.183651",cc:3a:61:67:80:37,-79,<None>,"SAMSUNG ELECTRO MECHANICS CO., LTD."
"2015-10-01 16:21:03.229655",84:3a:4b:ca:d9:e0,-79,<None>,"Intel Corporate"
"2015-10-01 16:21:03.245762",84:3a:4b:ca:d9:e0,-81,<None>,"Intel Corporate"
"2015-10-01 16:21:04.525748",04:15:52:4e:29:1a,-69,<None>,Apple
"2015-10-01 16:21:04.546051",04:15:52:4e:29:1a,-69,<None>,Apple
"2015-10-01 16:21:04.564817",04:15:52:4e:29:1a,-67,<None>,Apple
"2015-10-01 16:32:31.418634",6c:88:14:3b:93:88,-75,<None>,"Intel Corporate"
"2015-10-01 16:32:31.461776",6c:88:14:3b:93:88,-75,nyuguest,"Intel Corporate"
"2015-10-01 16:32:31.480048",6c:88:14:3b:93:88,-77,<None>,"Intel Corporate"
"2015-10-01 16:32:38.345874",04:15:52:4e:7e:a2,-81,<None>,Apple
"2015-10-01 16:32:38.368160",04:15:52:4e:7e:a2,-81,<None>,Apple
"2015-10-01 16:32:47.023366",48:43:7c:75:95:38,-71,<None>,Apple
"2015-10-01 16:32:47.044615",48:43:7c:75:95:38,-75,<None>,Apple
"2015-10-01 16:32:49.275658",74:e5:43:0d:2f:c4,-71,<None>,"Liteon Technology Corporation"
"2015-10-01 16:32:49.296863",74:e5:43:0d:2f:c4,-79,<None>,"Liteon Technology Corporation"
"2015-10-01 16:32:50.410016",48:43:7c:75:95:38,-71,<None>,Apple
"2015-10-01 16:32:50.431961",48:43:7c:75:95:38,-73,<None>,Apple
"2015-10-01 16:32:50.471063",48:43:7c:75:95:38,-75,<None>,Apple
"2015-10-01 16:32:52.536798",d8:bb:2c:55:a2:f8,-81,TransCare,Apple
"2015-10-01 16:32:54.300032",48:43:7c:75:95:38,-71,<None>,Apple
"2015-10-01 16:32:55.855406",48:43:7c:75:95:38,-71,<None>,Apple
"2015-10-01 16:32:58.200277",48:43:7c:75:95:38,-75,<None>,Apple
"2015-10-01 16:32:58.221705",48:43:7c:75:95:38,-75,<None>,Apple
"2015-10-01 16:32:58.200277",48:43:7c:75:95:38,-75,<None>,Apple
"2015-10-01 16:32:58.297961",48:43:7c:75:95:38,-75,<None>,Apple
"2015-10-01 16:33:02.974570",90:b6:86:6f:c7:30,-81,<None>,"Murata Manufacturing Co., Ltd."
"2015-10-01 17:49:45.547967",38:48:4c:82:59:1d,-71,<None>,Apple
"2015-10-01 17:49:47.340889",ba:f3:a2:a1:03:79,-71,<None>,"Admin OUI"
"2015-10-01 17:49:52.355947",38:48:4c:82:59:1d,-81,<None>,Apple
"2015-10-01 17:49:56.068737",ba:f3:a2:a1:03:79,-73,<None>,"Admin OUI"
"2015-10-01 17:50:09.814668",ba:f3:a2:a1:03:79,-71,<None>,"Admin OUI"
"2015-10-01 17:50:10.844178",52:1b:81:c4:07:73,-79,<None>,"Admin OUI"
"2015-10-01 17:50:10.901294",52:1b:81:c4:07:73,-79,<None>,"Admin OUI"
"2015-10-01 17:50:18.815088",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 17:50:21.443468",f8:cf:c5:51:fc:f1,-87,<None>,"Motorola Mobility LLC, a Lenovo Company"
"2015-10-01 17:50:26.656292",52:1b:81:c4:07:73,-81,INTERNET,"Admin OUI"
"2015-10-01 17:50:26.673965",52:1b:81:c4:07:73,-79,BALoungeWiFi,"Admin OUI"
"2015-10-01 17:50:26.694201",52:1b:81:c4:07:73,-79,Chromecast6840,"Admin OUI"
"2015-10-01 17:50:26.715007",52:1b:81:c4:07:73,-79,CYTA899626,"Admin OUI"
"2015-10-01 17:50:26.735599",52:1b:81:c4:07:73,-79,"Cytanet Wireless Zone","Admin OUI"
"2015-10-01 17:50:26.756954",52:1b:81:c4:07:73,-79,MTN_WiFi,"Admin OUI"
"2015-10-01 17:50:26.773945",52:1b:81:c4:07:73,-79,"_Heathrow Wi-Fi","Admin OUI"
"2015-10-01 17:50:26.794841",52:1b:81:c4:07:73,-79,INTERNET,"Admin OUI"
"2015-10-01 17:50:26.816430",52:1b:81:c4:07:73,-79,BALoungeWiFi,"Admin OUI"
"2015-10-01 17:50:26.833704",52:1b:81:c4:07:73,-81,Chromecast6840,"Admin OUI"
"2015-10-01 17:50:26.855423",52:1b:81:c4:07:73,-83,CYTA899626,"Admin OUI"
"2015-10-01 17:50:26.875645",52:1b:81:c4:07:73,-81,"Cytanet Wireless Zone","Admin OUI"
"2015-10-01 17:50:26.897070",52:1b:81:c4:07:73,-79,MTN_WiFi,"Admin OUI"
"2015-10-01 17:50:26.921923",52:1b:81:c4:07:73,-81,"_Heathrow Wi-Fi","Admin OUI"
"2015-10-01 17:50:26.942934",52:1b:81:c4:07:73,-77,<None>,"Admin OUI"
"2015-10-01 17:50:30.780158",52:1b:81:c4:07:73,-79,<None>,"Admin OUI"
"2015-10-01 17:50:30.832587",52:1b:81:c4:07:73,-81,<None>,"Admin OUI"
"2015-10-01 17:50:40.518135",52:1b:81:c4:07:73,-79,<None>,"Admin OUI"
"2015-10-01 17:50:54.437110",be:cd:d1:d9:9b:e5,-77,<None>,"Admin OUI"
"2015-10-01 17:50:54.492345",be:cd:d1:d9:9b:e5,-79,<None>,"Admin OUI"
"2015-10-01 17:51:01.355340",34:bb:26:2c:36:2c,-81,<None>,Error
"2015-10-01 17:51:13.809487",be:cd:d1:d9:9b:e5,-77,<None>,"Admin OUI"
"2015-10-01 17:51:33.131395",be:cd:d1:d9:9b:e5,-79,<None>,"Admin OUI"
"2015-10-01 17:51:33.187147",be:cd:d1:d9:9b:e5,-77,<None>,"Admin OUI"
"2015-10-01 17:51:36.315531",be:e2:71:6c:2d:b3,-57,<None>,"Admin OUI"
"2015-10-01 17:51:36.520808",42:a4:10:5c:53:66,-61,<None>,"Admin OUI"
"2015-10-01 17:51:38.608521",62:65:0a:6f:65:b7,-79,WAAV,"Admin OUI"
"2015-10-01 17:51:38.630147",62:65:0a:6f:65:b7,-77,Bug_Jar,"Admin OUI"
"2015-10-01 17:51:38.650821",62:65:0a:6f:65:b7,-79,<None>,"Admin OUI"
"2015-10-01 17:51:54.436889",38:48:4c:82:59:1d,-81,<None>,Apple
"2015-10-01 17:52:00.412030",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 17:52:01.875679",3e:df:66:fc:0f:a7,-81,<None>,"Admin OUI"
"2015-10-01 17:52:07.471129",be:cd:d1:d9:9b:e5,-79,<None>,"Admin OUI"
"2015-10-01 17:52:07.525446",be:cd:d1:d9:9b:e5,-77,<None>,"Admin OUI"
"2015-10-01 17:52:41.854834",be:cd:d1:d9:9b:e5,-79,<None>,"Admin OUI"
"2015-10-01 17:52:44.894547",84:38:35:63:31:66,-81,<None>,Error
"2015-10-01 17:52:57.463161",50:55:27:cd:c2:e5,-81,<None>,Error
"2015-10-01 17:52:58.777522",84:38:35:63:31:66,-83,<None>,Apple
"2015-10-01 17:52:58.795595",84:38:35:63:31:66,-83,<None>,Apple
"2015-10-01 17:53:04.662741",be:cd:d1:d9:9b:e5,-79,INTERNET,"Admin OUI"
"2015-10-01 17:53:04.685276",be:cd:d1:d9:9b:e5,-79,BALoungeWiFi,"Admin OUI"
"2015-10-01 17:53:04.706372",be:cd:d1:d9:9b:e5,-79,CYTA899626,"Admin OUI"
"2015-10-01 17:53:04.724555",be:cd:d1:d9:9b:e5,-79,"Cytanet Wireless Zone","Admin OUI"
"2015-10-01 17:53:04.745817",be:cd:d1:d9:9b:e5,-79,MTN_WiFi,"Admin OUI"
"2015-10-01 17:53:04.772077",be:cd:d1:d9:9b:e5,-77,"_Heathrow Wi-Fi","Admin OUI"
"2015-10-01 17:53:04.793605",be:cd:d1:d9:9b:e5,-79,INTERNET,"Admin OUI"
"2015-10-01 17:53:04.815108",be:cd:d1:d9:9b:e5,-79,CYTA899626,"Admin OUI"
"2015-10-01 17:53:04.836143",be:cd:d1:d9:9b:e5,-81,"Cytanet Wireless Zone","Admin OUI"
"2015-10-01 17:53:04.854110",be:cd:d1:d9:9b:e5,-81,"_Heathrow Wi-Fi","Admin OUI"
"2015-10-01 17:53:04.874795",be:cd:d1:d9:9b:e5,-79,<None>,"Admin OUI"
"2015-10-01 17:53:08.804348",be:cd:d1:d9:9b:e5,-81,<None>,"Admin OUI"
"2015-10-01 17:53:08.859510",be:cd:d1:d9:9b:e5,-79,<None>,"Admin OUI"
"2015-10-01 17:53:18.137436",be:cd:d1:d9:9b:e5,-77,<None>,"Admin OUI"
"2015-10-01 17:53:18.192614",be:cd:d1:d9:9b:e5,-79,<None>,"Admin OUI"
"2015-10-01 17:53:22.755058",72:34:63:1e:ad:72,-83,<None>,"Admin OUI"
"2015-10-01 17:53:26.766957",84:38:35:63:31:66,-81,<None>,Apple
"2015-10-01 17:53:35.898468",f4:37:b7:d0:df:77,-83,ArkMedia,Apple
"2015-10-01 17:53:51.314959",be:e2:71:6c:2d:b3,-55,<None>,"Admin OUI"
"2015-10-01 17:53:51.483820",42:a4:10:5c:53:66,-63,<None>,"Admin OUI"
"2015-10-01 17:53:51.844822",be:cd:d1:d9:9b:e5,-79,<None>,"Admin OUI"
"2015-10-01 17:53:59.949051",1a:d5:b5:d9:65:d2,-81,<None>,"Admin OUI"
"2015-10-01 17:54:10.262181",e8:50:8b:0d:3b:31,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 17:54:16.874087",3e:df:66:fc:0f:a7,-83,<None>,"Admin OUI"
"2015-10-01 17:54:16.895924",3e:df:66:fc:0f:a7,-81,<None>,"Admin OUI"
"2015-10-01 17:54:28.781490",84:38:35:63:31:66,-79,<None>,Apple
"2015-10-01 17:54:41.783371",84:38:35:63:31:66,-81,<None>,Apple
"2015-10-01 17:54:44.487193",4a:f8:02:87:da:20,-81,<None>,"Admin OUI"
"2015-10-01 17:54:45.476239",30:d6:c9:94:50:24,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 17:54:45.568990",be:cd:d1:d9:9b:e5,-79,<None>,"Admin OUI"
"2015-10-01 17:55:03.185589",5a:fb:f9:eb:c0:7e,-71,<None>,"Admin OUI"
"2015-10-01 17:55:05.781063",84:38:35:63:31:66,-79,<None>,Apple
"2015-10-01 17:55:07.518924",5a:fb:f9:eb:c0:7e,-71,<None>,"Admin OUI"
"2015-10-01 17:55:15.397531",5a:fb:f9:eb:c0:7e,-73,<None>,"Admin OUI"
"2015-10-01 17:55:19.848012",be:cd:d1:d9:9b:e5,-77,<None>,"Admin OUI"
"2015-10-01 17:55:19.902931",be:cd:d1:d9:9b:e5,-79,<None>,"Admin OUI"
"2015-10-01 17:55:26.527560",80:01:84:5f:77:d9,-85,<None>,"HTC Corporation"
"2015-10-01 17:55:33.654850",2c:54:cf:af:97:d4,-81,<None>,"LG Electronics"
"2015-10-01 17:55:37.782155",72:34:63:1e:ad:72,-81,CAFwifi,"Admin OUI"
"2015-10-01 17:55:37.837841",72:34:63:1e:ad:72,-81,<None>,"Admin OUI"
"2015-10-01 17:55:45.270396",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 17:55:48.899774",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 17:55:53.029051",62:65:0a:6f:65:b7,-81,WAAV,"Admin OUI"
"2015-10-01 17:55:56.837161",64:9a:be:b9:44:ce,-81,<None>,Apple
"2015-10-01 17:55:56.856208",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 17:56:06.444533",42:a4:10:5c:53:66,-61,<None>,"Admin OUI"
"2015-10-01 17:56:13.444401",72:a7:ad:4a:b6:7f,-73,<None>,"Admin OUI"
"2015-10-01 17:56:16.365574",30:d6:c9:94:50:24,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 17:56:17.558756",72:a7:ad:4a:b6:7f,-73,<None>,"Admin OUI"
"2015-10-01 17:56:17.961864",24:24:0e:f3:2d:51,-81,DowntownBrooklynWiFi_Fon,Apple
"2015-10-01 17:56:20.528671",64:9a:be:b9:44:ce,-79,<None>,Apple
"2015-10-01 17:56:23.506468",84:85:06:79:37:90,-81,<None>,Apple
"2015-10-01 17:56:24.185627",be:cd:d1:d9:9b:e5,-81,<None>,"Admin OUI"
"2015-10-01 17:56:24.239051",be:cd:d1:d9:9b:e5,-81,<None>,"Admin OUI"
"2015-10-01 17:56:25.431413",72:a7:ad:4a:b6:7f,-71,<None>,"Admin OUI"
"2015-10-01 17:56:36.080878",c2:73:e3:b2:36:80,-81,<None>,"Admin OUI"
"2015-10-01 17:56:45.411300",f0:99:bf:51:92:b5,-87,<None>,Apple
"2015-10-01 17:56:51.163584",b8:78:2e:88:fb:11,-81,<None>,Error
"2015-10-01 17:56:56.884290",30:d6:c9:94:50:24,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 17:57:00.813883",00:1a:4d:3e:30:67,-81,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 17:57:02.670025",00:1a:4d:3e:30:67,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 17:57:02.781438",00:1a:4d:3e:30:67,-83,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 17:57:09.039563",00:1a:4d:3e:30:67,-79,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 17:57:13.371507",00:1a:4d:3e:30:67,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 17:57:13.394438",00:1a:4d:3e:30:67,-79,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 17:57:21.209417",00:1a:4d:3e:30:67,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 17:57:21.231178",00:1a:4d:3e:30:67,-79,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 17:57:27.553392",00:1a:4d:3e:30:67,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 17:57:32.509356",42:a4:10:5c:53:66,-65,<None>,"Admin OUI"
"2015-10-01 17:57:36.231084",00:1a:4d:3e:30:67,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 17:57:38.775648",84:38:35:63:31:66,-83,<None>,Apple
"2015-10-01 17:57:42.369109",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 17:57:52.814159",72:34:63:1e:ad:72,-81,CAFwifi,"Admin OUI"
"2015-10-01 17:58:08.035356",62:65:0a:6f:65:b7,-81,WAAV,"Admin OUI"
"2015-10-01 17:58:08.057095",62:65:0a:6f:65:b7,-81,Bug_Jar,"Admin OUI"
"2015-10-01 17:58:08.073960",62:65:0a:6f:65:b7,-81,<None>,"Admin OUI"
"2015-10-01 17:58:25.941308",96:cf:78:00:9b:df,-73,<None>,"Admin OUI"
"2015-10-01 17:58:33.301928",00:1a:4d:3e:33:00,-81,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 17:58:59.696323",f4:09:d8:c2:ad:6d,-81,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 17:58:59.751779",64:9a:be:b9:44:ce,-83,<None>,Apple
"2015-10-01 17:59:13.905448",58:3f:54:ee:9e:81,-83,<None>,"LG Electronics (Mobile Communications)"
"2015-10-01 17:59:13.926533",58:3f:54:ee:9e:81,-81,<None>,"LG Electronics (Mobile Communications)"
"2015-10-01 17:59:13.946004",58:3f:54:ee:9e:81,-81,<None>,"LG Electronics (Mobile Communications)"
"2015-10-01 17:59:15.921225",46:0b:1f:f0:b1:46,-81,<None>,"Admin OUI"
"2015-10-01 17:59:35.336480",62:65:0a:6f:65:b7,-79,WAAV,"Admin OUI"
"2015-10-01 17:59:35.354270",62:65:0a:6f:65:b7,-81,Bug_Jar,"Admin OUI"
"2015-10-01 17:59:35.377023",62:65:0a:6f:65:b7,-81,<None>,"Admin OUI"
"2015-10-01 17:59:47.477394",42:a4:10:5c:53:66,-65,<None>,"Admin OUI"
"2015-10-01 17:59:56.772893",c0:ee:fb:5a:49:ee,-83,nyu,"OnePlus Tech (Shenzhen) Ltd"
"2015-10-01 17:59:56.799241",c0:ee:fb:5a:49:ee,-81,nyu,"OnePlus Tech (Shenzhen) Ltd"
"2015-10-01 18:00:05.722382",ee:b2:a4:ce:7f:e7,-71,<None>,"Admin OUI"
"2015-10-01 18:00:12.780464",ee:b2:a4:ce:7f:e7,-71,<None>,"Admin OUI"
"2015-10-01 18:00:16.663116",ee:b2:a4:ce:7f:e7,-71,<None>,"Admin OUI"
"2015-10-01 18:00:19.416706",ec:88:92:34:d2:d2,-83,<None>,"Motorola Mobility LLC"
"2015-10-01 18:00:24.518112",ee:b2:a4:ce:7f:e7,-69,<None>,"Admin OUI"
"2015-10-01 18:00:25.664271",80:e6:50:07:01:2e,-81,<None>,Apple
"2015-10-01 18:00:29.779587",00:1a:4d:3e:33:00,-81,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 18:00:29.800931",00:1a:4d:3e:33:00,-87,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD."
"2015-10-01 18:00:36.309392",be:e2:71:6c:2d:b3,-55,<None>,"Admin OUI"
"2015-10-01 18:00:39.352836",f0:99:bf:51:92:b5,-83,<None>,Apple
"2015-10-01 18:00:39.375851",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:00:43.224138",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:01:17.696198",62:65:0a:6f:65:b7,-79,WAAV,"Admin OUI"
"2015-10-01 18:01:17.715993",62:65:0a:6f:65:b7,-79,Bug_Jar,"Admin OUI"
"2015-10-01 18:01:17.738383",62:65:0a:6f:65:b7,-77,<None>,"Admin OUI"
"2015-10-01 18:01:17.761370",62:65:0a:6f:65:b7,-77,Bug_Jar,"Admin OUI"
"2015-10-01 18:01:18.832508",3c:43:8e:9c:44:a6,-81,"TOYOTA CUSTOMER WIFI","ARRIS Group, Inc."
"2015-10-01 18:01:18.854031",3c:43:8e:9c:44:a6,-87,optimumwifi,"ARRIS Group, Inc."
"2015-10-01 18:01:54.614647",3e:df:66:fc:0f:a7,-79,<None>,"Admin OUI"
"2015-10-01 18:01:54.636803",3e:df:66:fc:0f:a7,-77,<None>,"Admin OUI"
"2015-10-01 18:02:02.700108",62:65:0a:6f:65:b7,-77,WAAV,"Admin OUI"
"2015-10-01 18:02:02.722678",62:65:0a:6f:65:b7,-77,Bug_Jar,"Admin OUI"
"2015-10-01 18:02:02.743467",62:65:0a:6f:65:b7,-77,<None>,"Admin OUI"
"2015-10-01 18:02:04.261099",78:f7:be:60:44:dd,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:02:04.284467",78:f7:be:60:44:dd,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:02:04.305724",78:f7:be:60:44:dd,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:02:04.327936",78:f7:be:60:44:dd,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:02:10.934528",fc:c2:de:89:ce:ea,-81,<None>,"Murata Manufacturing Co., Ltd."
"2015-10-01 18:02:17.103560",0e:bd:a5:af:c1:9a,-81,<None>,"Admin OUI"
"2015-10-01 18:02:20.398733",a2:aa:a8:8d:72:d7,-79,<None>,"Admin OUI"
"2015-10-01 18:02:22.103721",9c:fc:01:7d:1a:30,-81,ImpreMedia,"Apple Inc"
"2015-10-01 18:02:39.052009",7e:ab:c8:4f:03:81,-73,Bug_Jar,"Admin OUI"
"2015-10-01 18:02:39.072645",7e:ab:c8:4f:03:81,-81,MBAM_BELL,"Admin OUI"
"2015-10-01 18:02:39.092589",7e:ab:c8:4f:03:81,-75,Heights,"Admin OUI"
"2015-10-01 18:02:39.112874",7e:ab:c8:4f:03:81,-73,Beans,"Admin OUI"
"2015-10-01 18:02:39.132877",7e:ab:c8:4f:03:81,-75,"the glory hole","Admin OUI"
"2015-10-01 18:02:39.176854",7e:ab:c8:4f:03:81,-73,"Olga's Network","Admin OUI"
"2015-10-01 18:02:39.192946",7e:ab:c8:4f:03:81,-75,"1821 kalorama","Admin OUI"
"2015-10-01 18:02:39.213607",7e:ab:c8:4f:03:81,-75,WAAV,"Admin OUI"
"2015-10-01 18:02:39.233112",7e:ab:c8:4f:03:81,-75,Bug_Jar,"Admin OUI"
"2015-10-01 18:02:39.253835",7e:ab:c8:4f:03:81,-75,gogoinflight,"Admin OUI"
"2015-10-01 18:02:39.273345",7e:ab:c8:4f:03:81,-75,MBAM_BELL,"Admin OUI"
"2015-10-01 18:02:39.294111",7e:ab:c8:4f:03:81,-73,GUEST,"Admin OUI"
"2015-10-01 18:02:39.344801",7e:ab:c8:4f:03:81,-75,Heights,"Admin OUI"
"2015-10-01 18:02:39.365691",7e:ab:c8:4f:03:81,-73,Beans,"Admin OUI"
"2015-10-01 18:02:39.389003",7e:ab:c8:4f:03:81,-71,"the glory hole","Admin OUI"
"2015-10-01 18:02:39.409706",7e:ab:c8:4f:03:81,-71,"Olga's Network","Admin OUI"
"2015-10-01 18:02:39.425996",7e:ab:c8:4f:03:81,-73,"1821 kalorama","Admin OUI"
"2015-10-01 18:02:53.115581",a2:aa:a8:8d:72:d7,-81,<None>,"Admin OUI"
"2015-10-01 18:03:01.714719",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:03:16.352203",3e:5a:ac:99:8d:aa,-81,CAFwifi,"Admin OUI"
"2015-10-01 18:03:28.478780",92:a6:19:b1:27:99,-81,<None>,"Admin OUI"
"2015-10-01 18:04:00.715613",ec:1d:7f:a3:24:ea,-77,<None>,"zte corporation"
"2015-10-01 18:04:12.667065",2a:14:18:68:07:ae,-67,<None>,"Admin OUI"
"2015-10-01 18:04:23.461645",88:53:95:33:5a:1d,-81,<None>,Apple
"2015-10-01 18:04:29.480565",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:04:36.589774",42:3f:e2:cb:b9:60,-69,<None>,"Admin OUI"
"2015-10-01 18:04:40.699514",42:3f:e2:cb:b9:60,-71,<None>,"Admin OUI"
"2015-10-01 18:04:43.600524",2e:79:cc:65:49:87,-81,<None>,"Admin OUI"
"2015-10-01 18:04:48.564614",42:3f:e2:cb:b9:60,-71,<None>,"Admin OUI"
"2015-10-01 18:05:10.729035",aa:27:8e:f9:21:f6,-81,<None>,"Admin OUI"
"2015-10-01 18:05:30.647181",78:a8:73:f5:8f:a2,-83,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:05:31.380136",3e:5a:ac:99:8d:aa,-81,CAFwifi,"Admin OUI"
"2015-10-01 18:05:33.423556",78:a8:73:f5:8f:a2,-85,BWS,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:05:33.445163",78:a8:73:f5:8f:a2,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:05:41.734416",a0:f4:50:1f:14:75,-81,BTDS-Guest-WPA,"HTC Corporation"
"2015-10-01 18:05:41.756045",a0:f4:50:1f:14:75,-81,BTDS-Guest-WPA,"HTC Corporation"
"2015-10-01 18:05:42.670281",a0:f4:50:1f:14:75,-83,BTDS-Guest-WPA,"HTC Corporation"
"2015-10-01 18:05:49.641329",30:d6:c9:94:50:24,-79,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:05:49.670976",30:d6:c9:94:50:24,-79,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:05:53.154037",88:53:95:33:5a:1d,-79,<None>,Apple
"2015-10-01 18:05:58.617991",a8:a6:68:4d:1c:b6,-81,<None>,"zte corporation"
"2015-10-01 18:06:05.305228",f0:d1:a9:d3:ad:62,-85,<None>,Apple
"2015-10-01 18:06:07.923012",02:6a:d7:49:c2:ea,-61,<None>,"Admin OUI"
"2015-10-01 18:06:27.627604",2a:14:18:68:07:ae,-67,<None>,"Admin OUI"
"2015-10-01 18:06:31.715290",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:06:34.309129",82:b1:40:e9:e5:03,-79,WAAV,"Admin OUI"
"2015-10-01 18:06:34.331898",82:b1:40:e9:e5:03,-81,Bug_Jar,"Admin OUI"
"2015-10-01 18:06:34.353030",82:b1:40:e9:e5:03,-79,<None>,"Admin OUI"
"2015-10-01 18:06:42.464900",50:7a:55:43:c0:e7,-81,nyu,"Apple, Inc."
"2015-10-01 18:06:48.505328",90:b6:86:2e:ab:18,-83,<None>,"Murata Manufacturing Co., Ltd."
"2015-10-01 18:06:49.772189",f0:d1:a9:d3:ad:62,-81,<None>,Apple
"2015-10-01 18:06:50.663468",e2:c7:00:d8:d6:8b,-81,<None>,"Admin OUI"
"2015-10-01 18:06:50.983521",30:d6:c9:94:50:24,-85,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:06:51.043468",30:d6:c9:94:50:24,-81,<None>,"Samsung Electronics Co.,Ltd"
"2015-10-01 18:06:52.683916",20:c9:d0:cc:12:c9,-79,<None>,Apple
"2015-10-01 18:06:55.214199",20:c9:d0:cc:12:c9,-83,nyu,Apple
"2015-10-01 18:06:55.934175",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:06:56.213075",30:59:b7:0a:98:66,-79,nyu,Microsoft
"2015-10-01 18:07:03.869579",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:07:16.429897",82:b1:40:e9:e5:03,-79,WAAV,"Admin OUI"
"2015-10-01 18:07:16.451131",82:b1:40:e9:e5:03,-79,Bug_Jar,"Admin OUI"
"2015-10-01 18:07:16.736481",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:07:23.152313",88:53:95:33:5a:1d,-81,<None>,Apple
"2015-10-01 18:07:25.601195",da:0e:db:0d:3f:df,-79,<None>,"Admin OUI"
"2015-10-01 18:07:25.624386",da:0e:db:0d:3f:df,-81,<None>,"Admin OUI"
"2015-10-01 18:07:30.605543",f4:09:d8:f2:cc:50,-83,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:07:33.374783",90:18:7c:1b:64:ec,-83,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:07:34.631828",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:07:34.654597",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:07:46.613472",4a:d2:fc:e9:0f:5e,-81,<None>,"Admin OUI"
"2015-10-01 18:07:46.636946",4a:d2:fc:e9:0f:5e,-81,<None>,"Admin OUI"
"2015-10-01 18:07:52.543886",f0:99:bf:51:92:b5,-81,<None>,Apple
"2015-10-01 18:07:56.806222",82:b1:40:e9:e5:03,-77,WAAV,"Admin OUI"
"2015-10-01 18:07:56.823400",82:b1:40:e9:e5:03,-79,Bug_Jar,"Admin OUI"
"2015-10-01 18:07:56.846635",82:b1:40:e9:e5:03,-77,<None>,"Admin OUI"
"2015-10-01 18:08:22.922868",02:6a:d7:49:c2:ea,-57,<None>,"Admin OUI"
"2015-10-01 18:08:23.814798",f0:25:b7:2a:c2:84,-83,<None>,"Samsung Electro Mechanics co., LTD."
"2015-10-01 18:08:23.861972",f0:25:b7:2a:c2:84,-83,<None>,"Samsung Electro Mechanics co., LTD."
