dtg,mac,rssi,ssid,oui,count
"2015-09-17 12:15:45.591180",4c:cb:f5:f0:6e:c1,-73,<None>,"zte corporation",
"2015-09-17 12:15:49.476405",b4:79:a7:00:dc:e3,-75,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:15:51.610070",64:9a:be:67:8b:45,-75,<None>,Apple,
"2015-09-17 12:15:51.999192",64:9a:be:67:8b:45,-77,eduroam,Apple,
"2015-09-17 12:15:53.972113",64:9a:be:67:8b:45,-73,eduroam,Apple,
"2015-09-17 12:15:54.023926",64:9a:be:67:8b:45,-75,eduroam,Apple,
"2015-09-17 12:16:06.679995",28:5a:eb:10:21:0f,-43,<None>,Apple,
"2015-09-17 12:16:06.753135",28:5a:eb:10:21:0f,-43,<None>,Apple,
"2015-09-17 12:16:07.153939",9c:d9:17:6d:ca:fc,-77,<None>,"Motorola Mobility LLC",
"2015-09-17 12:16:10.874166",28:5a:eb:10:21:0f,-43,<None>,Apple,
"2015-09-17 12:16:10.924917",28:5a:eb:10:21:0f,-53,<None>,Apple,
"2015-09-17 12:16:12.057990",9e:58:86:28:08:9a,-71,<None>,"Admin OUI",
"2015-09-17 12:16:18.332178",2e:b3:61:70:a4:df,-73,<None>,"Admin OUI",
"2015-09-17 12:16:19.889040",64:9a:be:ea:7e:d4,-79,<None>,Apple,
"2015-09-17 12:16:30.658448",ae:b9:bc:4b:c2:36,-67,<None>,"Admin OUI",
"2015-09-17 12:16:38.972155",c4:21:c8:61:f4:46,-77,"Alvarion Network","KYOCERA Corporation",
"2015-09-17 12:16:39.022557",c4:21:c8:61:f4:46,-75,belkin.79c.guests,"KYOCERA Corporation",
"2015-09-17 12:16:39.077618",c4:21:c8:61:f4:46,-77,WM50c529,"KYOCERA Corporation",
"2015-09-17 12:16:41.437573",24:0a:11:a8:09:bc,-75,CableWiFi,"TCT Mobile Limited",
"2015-09-17 12:16:48.832501",72:35:d9:4b:3c:7f,-57,<None>,"Admin OUI",
"2015-09-17 12:16:48.893736",72:35:d9:4b:3c:7f,-57,<None>,"Admin OUI",
"2015-09-17 12:16:53.164557",f0:cb:a1:49:4a:7c,-73,<None>,Apple,
"2015-09-17 12:16:58.577794",f4:09:d8:9c:91:4a,-75,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:17:06.565026",64:9a:be:67:8b:45,-77,eduroam,Apple,
"2015-09-17 12:17:08.132135",64:9a:be:67:8b:45,-77,eduroam,Apple,
"2015-09-17 12:17:08.424486",64:9a:be:67:8b:45,-75,eduroam,Apple,
"2015-09-17 12:17:14.193035",2e:b3:61:70:a4:df,-69,<None>,"Admin OUI",
"2015-09-17 12:17:14.245774",2e:b3:61:70:a4:df,-69,<None>,"Admin OUI",
"2015-09-17 12:17:15.136367",da:a1:19:5e:1a:7f,-77,<None>,"Admin OUI",
"2015-09-17 12:17:20.205556",c4:21:c8:61:f4:46,-77,SepiaEagle-guest,"KYOCERA Corporation",
"2015-09-17 12:17:20.259129",c4:21:c8:61:f4:46,-77,Belkin.setup,"KYOCERA Corporation",
"2015-09-17 12:17:20.315940",c4:21:c8:61:f4:46,-77,guestWiFi,"KYOCERA Corporation",
"2015-09-17 12:17:20.366503",c4:21:c8:61:f4:46,-77,belkin.79c.guests,"KYOCERA Corporation",
"2015-09-17 12:17:20.415402",c4:21:c8:61:f4:46,-79,TheJohnsonFam-guest,"KYOCERA Corporation",
"2015-09-17 12:17:20.462072",c4:21:c8:61:f4:46,-79,WM50c529,"KYOCERA Corporation",
"2015-09-17 12:17:20.512870",c4:21:c8:61:f4:46,-73,Linksys-guest,"KYOCERA Corporation",
"2015-09-17 12:17:22.750275",f0:99:bf:58:bc:72,-75,<None>,Apple,
"2015-09-17 12:17:30.455003",98:e0:d9:60:6a:aa,-73,<None>,Apple,
"2015-09-17 12:17:38.970689",d4:0b:1a:a9:e2:ea,-77,<None>,"HTC Corporation",
"2015-09-17 12:17:49.244169",b4:79:a7:00:dc:e3,-75,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:17:49.297898",b4:79:a7:00:dc:e3,-77,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:17:51.094852",f0:99:bf:58:bc:72,-75,<None>,Apple,
"2015-09-17 12:17:51.143297",f0:99:bf:58:bc:72,-77,<None>,Apple,
"2015-09-17 12:18:05.359694",2e:b3:61:70:a4:df,-69,<None>,"Admin OUI",
"2015-09-17 12:18:06.503262",10:a5:d0:f0:c1:22,-75,ForestCity,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:18:10.535949",e6:b6:4d:d9:e6:1f,-75,<None>,"Admin OUI",
"2015-09-17 12:18:10.589098",e6:b6:4d:d9:e6:1f,-73,<None>,"Admin OUI",
"2015-09-17 12:18:16.823441",10:a5:d0:f0:c1:22,-77,ForestCity,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:18:16.922226",10:a5:d0:f0:c1:22,-75,ForestCity,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:18:21.601656",1e:e9:41:f6:26:e0,-43,<None>,"Admin OUI",
"2015-09-17 12:18:29.694864",f8:cf:c5:9a:41:09,-79,d.p.sharma,"Motorola Mobility LLC, a Lenovo Company",
"2015-09-17 12:18:29.750568",f8:cf:c5:9a:41:09,-77,"universal system","Motorola Mobility LLC, a Lenovo Company",
"2015-09-17 12:18:29.803709",f8:cf:c5:9a:41:09,-75,Sangeetha,"Motorola Mobility LLC, a Lenovo Company",
"2015-09-17 12:18:29.861076",f8:cf:c5:9a:41:09,-79,"DXB Free WiFi","Motorola Mobility LLC, a Lenovo Company",
"2015-09-17 12:18:34.915753",14:30:c6:b1:0e:45,-77,<None>,"Motorola Mobility LLC",
"2015-09-17 12:18:50.612180",10:a5:d0:f0:c1:22,-75,ForestCity,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:19:02.808429",bc:4c:c4:a6:e4:58,-79,<None>,Apple,
"2015-09-17 12:19:02.865509",bc:4c:c4:a6:e4:58,-79,<None>,Apple,
"2015-09-17 12:19:10.789249",10:a5:d0:f0:c1:22,-79,ForestCity,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:19:22.021352",64:9a:be:ea:7e:d4,-73,<None>,Apple,
"2015-09-17 12:19:23.285744",82:e3:b0:95:de:2c,-77,<None>,"Admin OUI",
"2015-09-17 12:19:24.428353",64:9a:be:ea:7e:d4,-77,<None>,Apple,
"2015-09-17 12:19:32.193405",10:a5:d0:f0:c1:22,-77,ForestCity,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:19:34.871322",b4:ce:f6:ee:7d:0c,-79,<None>,"HTC Corporation",
"2015-09-17 12:19:35.219597",b4:ce:f6:ee:7d:0c,-75,<None>,"HTC Corporation",
"2015-09-17 12:19:49.468973",64:9a:be:ea:7e:d4,-77,<None>,Apple,
"2015-09-17 12:19:50.323948",b4:79:a7:00:dc:e3,-75,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:19:50.378124",b4:79:a7:00:dc:e3,-77,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:19:55.063646",58:7f:57:34:33:aa,-77,<None>,Unknown,
"2015-09-17 12:19:57.303872",64:9a:be:ea:7e:d4,-79,<None>,Apple,
"2015-09-17 12:20:05.116141",64:9a:be:ea:7e:d4,-75,<None>,Apple,
"2015-09-17 12:20:08.798837",10:41:7f:95:f2:51,-77,nyu,"Apple Inc",
"2015-09-17 12:20:12.962676",64:9a:be:ea:7e:d4,-75,<None>,Apple,
"2015-09-17 12:20:17.961694",2e:b3:61:70:a4:df,-73,<None>,"Admin OUI",
"2015-09-17 12:20:20.791771",c0:bd:d1:f6:ab:dc,-73,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:20:34.392630",fc:c2:de:51:b2:80,-75,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-17 12:20:34.441552",fc:c2:de:51:b2:80,-75,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-17 12:20:36.554242",1e:e9:41:f6:26:e0,-43,<None>,"Admin OUI",
"2015-09-17 12:20:36.605555",1e:e9:41:f6:26:e0,-43,<None>,"Admin OUI",
"2015-09-17 12:20:37.911244",fc:c2:de:51:b2:80,-75,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-17 12:20:47.808665",cc:3a:61:38:36:f2,-73,<None>,"SAMSUNG ELECTRO MECHANICS CO., LTD.",
"2015-09-17 12:20:55.966305",0c:74:c2:aa:ba:15,-75,<None>,Apple,
"2015-09-17 12:21:04.002473",64:9a:be:ea:7e:d4,-71,<None>,Apple,
"2015-09-17 12:21:14.662976",d2:4e:4a:a8:f5:26,-77,Bug_Jar,"Admin OUI",
"2015-09-17 12:21:14.716463",d2:4e:4a:a8:f5:26,-75,Heights,"Admin OUI",
"2015-09-17 12:21:14.764962",d2:4e:4a:a8:f5:26,-75,Beans,"Admin OUI",
"2015-09-17 12:21:18.115734",36:f9:73:93:de:7a,-73,WAAV,"Admin OUI",
"2015-09-17 12:21:18.170134",36:f9:73:93:de:7a,-71,ThePalace,"Admin OUI",
"2015-09-17 12:21:18.224043",36:f9:73:93:de:7a,-73,Bug_Jar,"Admin OUI",
"2015-09-17 12:21:18.273037",36:f9:73:93:de:7a,-71,GUEST,"Admin OUI",
"2015-09-17 12:21:18.320862",36:f9:73:93:de:7a,-75,Beans,"Admin OUI",
"2015-09-17 12:21:18.373101",36:f9:73:93:de:7a,-73,"Olga's Network","Admin OUI",
"2015-09-17 12:21:18.423344",36:f9:73:93:de:7a,-69,WAAV,"Admin OUI",
"2015-09-17 12:21:18.473492",36:f9:73:93:de:7a,-69,ThePalace,"Admin OUI",
"2015-09-17 12:21:18.520018",36:f9:73:93:de:7a,-67,Bug_Jar,"Admin OUI",
"2015-09-17 12:21:18.570295",36:f9:73:93:de:7a,-69,gogoinflight,"Admin OUI",
"2015-09-17 12:21:18.622338",36:f9:73:93:de:7a,-69,MBAM_BELL,"Admin OUI",
"2015-09-17 12:21:18.670642",36:f9:73:93:de:7a,-77,GUEST,"Admin OUI",
"2015-09-17 12:21:18.718922",36:f9:73:93:de:7a,-69,Beans,"Admin OUI",
"2015-09-17 12:21:18.946516",36:f9:73:93:de:7a,-69,"Olga's Network","Admin OUI",
"2015-09-17 12:21:22.916321",36:f9:73:93:de:7a,-71,<None>,"Admin OUI",
"2015-09-17 12:21:33.437528",18:af:61:5f:53:26,-73,nyu,"Apple, Inc",
"2015-09-17 12:21:37.133881",f0:99:bf:58:bc:72,-61,<None>,Apple,
"2015-09-17 12:21:37.225484",f0:99:bf:58:bc:72,-65,<None>,Apple,
"2015-09-17 12:21:39.301605",76:08:53:97:b9:b2,-71,WAAV,"Admin OUI",
"2015-09-17 12:21:39.349067",76:08:53:97:b9:b2,-71,ThePalace,"Admin OUI",
"2015-09-17 12:21:39.419089",76:08:53:97:b9:b2,-71,Bug_Jar,"Admin OUI",
"2015-09-17 12:21:39.479057",76:08:53:97:b9:b2,-71,gogoinflight,"Admin OUI",
"2015-09-17 12:21:39.528507",76:08:53:97:b9:b2,-71,MBAM_BELL,"Admin OUI",
"2015-09-17 12:21:39.574081",76:08:53:97:b9:b2,-71,GUEST,"Admin OUI",
"2015-09-17 12:21:39.629094",76:08:53:97:b9:b2,-69,Heights,"Admin OUI",
"2015-09-17 12:21:39.680155",76:08:53:97:b9:b2,-71,Beans,"Admin OUI",
"2015-09-17 12:21:39.731530",76:08:53:97:b9:b2,-71,"the glory hole","Admin OUI",
"2015-09-17 12:21:40.152714",00:1a:4d:3b:2b:39,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:21:43.546144",82:e3:b0:95:de:2c,-73,<None>,"Admin OUI",
"2015-09-17 12:21:49.197749",a0:39:f7:14:29:93,-77,<None>,"LG Electronics (Mobile Communications)",
"2015-09-17 12:21:49.256465",be:c3:65:4a:2d:e6,-75,<None>,"Admin OUI",
"2015-09-17 12:21:49.314499",4a:c8:50:9c:57:28,-69,<None>,"Admin OUI",
"2015-09-17 12:21:57.895482",00:1a:4d:3b:2b:39,-73,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:22:18.410358",cc:3a:61:38:36:f2,-73,<None>,"SAMSUNG ELECTRO MECHANICS CO., LTD.",
"2015-09-17 12:22:31.440078",00:1a:4d:3b:2b:39,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:22:32.886035",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:22:34.221340",4a:c8:50:9c:57:28,-59,<None>,"Admin OUI",
"2015-09-17 12:22:35.986410",f0:99:bf:58:bc:72,-43,<None>,Apple,
"2015-09-17 12:22:36.034746",f0:99:bf:58:bc:72,-47,<None>,Apple,
"2015-09-17 12:22:42.669507",90:b6:86:24:57:05,-73,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-17 12:22:43.631217",70:3e:ac:7d:e2:6c,-77,DowntownBrooklynWiFi_Fon,Apple,
"2015-09-17 12:22:48.200971",bc:d1:d3:7d:c8:2d,-75,<None>,"Tinno Mobile Technology Corp",
"2015-09-17 12:22:48.254766",bc:d1:d3:7d:c8:2d,-75,<None>,"Tinno Mobile Technology Corp",
"2015-09-17 12:22:48.318832",18:af:61:5f:53:26,-73,nyu,"Apple, Inc",
"2015-09-17 12:22:49.928221",18:af:61:5f:53:26,-75,nyu,"Apple, Inc",
"2015-09-17 12:22:51.518953",1e:e9:41:f6:26:e0,-43,<None>,"Admin OUI",
"2015-09-17 12:22:51.596317",1e:e9:41:f6:26:e0,-43,<None>,"Admin OUI",
"2015-09-17 12:22:54.321925",0c:b3:19:bb:11:6b,-79,<None>,"Samsung Elec Co.,Ltd",
"2015-09-17 12:22:59.013923",bc:d1:d3:7d:c8:2d,-79,<None>,"Tinno Mobile Technology Corp",
"2015-09-17 12:23:05.112720",9c:a9:e4:21:85:58,-77,<None>,"zte corporation",
"2015-09-17 12:23:05.787758",64:9a:be:ea:7e:d4,-77,<None>,Apple,
"2015-09-17 12:23:18.552740",a0:39:f7:17:43:8e,-79,<None>,"LG Electronics (Mobile Communications)",
"2015-09-17 12:23:19.217295",32:7c:65:59:ed:5b,-51,<None>,"Admin OUI",
"2015-09-17 12:23:19.344209",0c:b3:19:bb:11:6b,-79,optimum,"Samsung Elec Co.,Ltd",
"2015-09-17 12:23:25.969971",d0:22:be:f4:c8:e1,-77,<None>,"Samsung Electro Mechanics co.,LTD.",
"2015-09-17 12:23:31.017589",cc:3a:61:38:36:f2,-73,<None>,"SAMSUNG ELECTRO MECHANICS CO., LTD.",
"2015-09-17 12:23:36.410663",00:1a:4d:3e:27:e8,-75,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:23:39.200434",f0:99:bf:58:bc:72,-67,<None>,Apple,
"2015-09-17 12:23:39.822207",00:1a:4d:3e:27:e8,-77,dummyssiddonotconnect987654322,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:23:50.006368",1e:e9:41:f6:26:e0,-45,<None>,"Admin OUI",
"2015-09-17 12:23:50.055461",1e:e9:41:f6:26:e0,-49,<None>,"Admin OUI",
"2015-09-17 12:23:50.604706",90:b6:86:5d:7f:62,-75,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-17 12:23:52.013025",00:1a:4d:3e:27:e8,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:23:52.063591",00:1a:4d:3e:27:e8,-79,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:24:00.487645",0a:2f:31:d1:b9:f8,-75,<None>,"Admin OUI",
"2015-09-17 12:24:02.518599",cc:3a:61:38:36:f2,-79,<None>,"SAMSUNG ELECTRO MECHANICS CO., LTD.",
"2015-09-17 12:24:05.031072",00:1a:4d:3e:27:e8,-79,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:24:05.079950",00:1a:4d:3e:27:e8,-77,<None>,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:24:13.085317",b0:45:19:cf:89:a8,-77,"Jamaica Hospital-guest","TCT mobile ltd",
"2015-09-17 12:24:25.258056",00:1a:4d:3e:27:e8,-77,PARAVLM,"GIGA-BYTE TECHNOLOGY CO.,LTD.",
"2015-09-17 12:24:31.135049",f0:99:bf:32:bd:96,-77,<None>,Apple,
"2015-09-17 12:24:41.690393",c4:9a:02:24:2a:18,-77,<None>,"LG Electronics (Mobile Communicaitons)",
"2015-09-17 12:24:41.744573",c4:9a:02:24:2a:18,-77,<None>,"LG Electronics (Mobile Communicaitons)",
"2015-09-17 12:24:42.316053",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:25:04.118919",a0:99:9b:34:55:e6,-73,<None>,Apple,
"2015-09-17 12:25:09.004081",32:bc:14:01:51:43,-71,<None>,"Admin OUI",
"2015-09-17 12:25:23.044069",1a:97:af:73:ba:81,-73,<None>,"Admin OUI",
"2015-09-17 12:25:29.119466",c0:bd:d1:f3:79:39,-77,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:25:32.747078",18:f6:43:cc:fe:17,-79,<None>,Apple,
"2015-09-17 12:25:36.629473",10:a5:d0:f0:c1:22,-77,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:25:37.513288",34:12:98:e3:84:7f,-75,ImpreMedia,Apple,
"2015-09-17 12:25:44.695786",2c:8a:72:b2:6c:ff,-75,<None>,"HTC Corporation",
"2015-09-17 12:25:44.748509",2c:8a:72:b2:6c:ff,-75,<None>,"HTC Corporation",
"2015-09-17 12:25:47.775155",34:12:98:e3:84:7f,-77,ImpreMedia,Apple,
"2015-09-17 12:25:48.367121",1e:e9:41:f6:26:e0,-53,<None>,"Admin OUI",
"2015-09-17 12:25:48.423096",1e:e9:41:f6:26:e0,-55,<None>,"Admin OUI",
"2015-09-17 12:25:51.834377",28:5a:eb:10:21:0f,-51,<None>,Apple,
"2015-09-17 12:25:51.889674",28:5a:eb:10:21:0f,-51,<None>,Apple,
"2015-09-17 12:25:54.138139",1e:3c:88:be:f2:8e,-77,<None>,"Admin OUI",
"2015-09-17 12:25:56.162787",28:5a:eb:10:21:0f,-57,<None>,Apple,
"2015-09-17 12:26:00.827538",bc:d1:d3:ec:c1:1c,-77,<None>,"Tinno Mobile Technology Corp",
"2015-09-17 12:26:02.296674",10:a5:d0:f0:c1:22,-75,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:26:02.343288",10:a5:d0:f0:c1:22,-73,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:26:03.731145",a0:32:99:11:34:31,-73,<None>,Unknown,
"2015-09-17 12:26:04.034029",28:5a:eb:10:21:0f,-61,<None>,Apple,
"2015-09-17 12:26:04.083805",28:5a:eb:10:21:0f,-67,<None>,Apple,
"2015-09-17 12:26:12.084921",64:9a:be:ea:7e:d4,-77,<None>,Apple,
"2015-09-17 12:26:16.006001",bc:d1:d3:ec:c1:1c,-79,<None>,"Tinno Mobile Technology Corp",
"2015-09-17 12:26:22.304406",10:a5:d0:f0:c1:22,-75,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:26:22.387106",10:a5:d0:f0:c1:22,-77,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:26:33.822859",2e:b3:61:70:a4:df,-69,<None>,"Admin OUI",
"2015-09-17 12:26:33.919794",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:26:37.386625",f0:99:bf:12:56:7b,-75,<None>,Apple,
"2015-09-17 12:26:46.274494",10:a5:d0:f0:c1:22,-77,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:26:46.340936",10:a5:d0:f0:c1:22,-73,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:26:58.764882",f8:a9:d0:75:9c:9e,-77,<None>,"LG Electronics",
"2015-09-17 12:27:09.119954",a8:5b:78:58:c8:c6,-75,<None>,Apple,
"2015-09-17 12:27:14.695601",f8:95:c7:a6:bf:c6,-77,<None>,"LG Electronics (Mobile Communications)",
"2015-09-17 12:27:18.823057",2e:b3:61:70:a4:df,-73,<None>,"Admin OUI",
"2015-09-17 12:27:20.759494",f0:db:e2:c2:c4:e1,-73,<None>,Apple,
"2015-09-17 12:27:22.567969",00:80:48:6f:c7:88,-73,<None>,"COMPEX INCORPORATED",
"2015-09-17 12:27:33.625790",00:80:48:6f:c7:88,-73,<None>,"COMPEX INCORPORATED",
"2015-09-17 12:27:39.383451",00:80:48:6f:c7:88,-75,strawberry,"COMPEX INCORPORATED",
"2015-09-17 12:27:39.851256",f0:db:e2:c2:c4:e1,-77,<None>,Apple,
"2015-09-17 12:27:44.456097",f0:db:e2:c2:c4:e1,-77,<None>,Apple,
"2015-09-17 12:27:45.187048",00:80:48:6f:c7:88,-73,<None>,"COMPEX INCORPORATED",
"2015-09-17 12:27:49.067618",bc:3a:ea:b7:2e:4a,-79,<None>,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD.",
"2015-09-17 12:27:50.042161",f0:99:bf:53:98:34,-77,<None>,Apple,
"2015-09-17 12:28:03.331851",0a:a2:e1:62:5d:34,-61,<None>,"Admin OUI",
"2015-09-17 12:28:03.387094",0a:a2:e1:62:5d:34,-59,<None>,"Admin OUI",
"2015-09-17 12:28:18.845588",64:9a:be:ea:7e:d4,-73,<None>,Apple,
"2015-09-17 12:28:23.995346",fc:c2:de:aa:c4:ac,-73,<None>,"Murata Manufacturing Co., Ltd.",
"2015-09-17 12:28:38.256722",2e:b3:61:70:a4:df,-75,<None>,"Admin OUI",
"2015-09-17 12:28:38.308555",2e:b3:61:70:a4:df,-73,<None>,"Admin OUI",
"2015-09-17 12:28:46.282593",10:a5:d0:f0:c1:22,-73,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:28:46.332608",10:a5:d0:f0:c1:22,-79,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:29:01.772177",a0:39:f7:16:76:2c,-71,<None>,"LG Electronics (Mobile Communications)",
"2015-09-17 12:29:01.822359",f0:99:bf:32:bd:96,-75,<None>,Apple,
"2015-09-17 12:29:09.463665",f8:a9:d0:57:bf:57,-77,<None>,"LG Electronics",
"2015-09-17 12:29:31.439493",10:a5:d0:f0:c1:22,-75,ForestCity,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:29:31.519225",10:a5:d0:f0:c1:22,-77,ForestCity,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:29:31.744596",10:a5:d0:f0:c1:22,-71,ForestCity,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:29:31.788967",10:a5:d0:f0:c1:22,-69,ForestCity,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:29:40.720346",34:68:95:98:02:55,-75,<None>,"Hon Hai Precision Ind. Co.,Ltd.",
"2015-09-17 12:29:40.849437",34:68:95:98:02:55,-75,<None>,"Hon Hai Precision Ind. Co.,Ltd.",
"2015-09-17 12:30:06.588024",00:61:71:81:14:54,-77,<None>,Apple,
"2015-09-17 12:30:06.637343",2e:b3:61:70:a4:df,-75,<None>,"Admin OUI",
"2015-09-17 12:30:10.345568",b4:18:d1:43:d7:b7,-55,NYPAGuest,Apple,
"2015-09-17 12:30:10.398336",b4:18:d1:43:d7:b7,-57,<None>,Apple,
"2015-09-17 12:30:18.294948",0a:a2:e1:62:5d:34,-45,<None>,"Admin OUI",
"2015-09-17 12:30:47.556208",10:a5:d0:f0:c1:22,-73,<None>,"Murata Manufacturing Co.,Ltd.",
"2015-09-17 12:30:52.165511",60:f8:1d:a7:ed:4c,-57,nyu,Apple,
"2015-09-17 12:30:52.689918",2e:b3:61:70:a4:df,-71,<None>,"Admin OUI",
"2015-09-17 12:30:58.338356",54:4e:90:81:70:b1,-75,<None>,Error,
"2015-09-17 12:31:03.285193",0a:a2:e1:62:5d:34,-55,<None>,"Admin OUI",
"2015-09-17 12:31:03.336553",0a:a2:e1:62:5d:34,-53,<None>,"Admin OUI",
"2015-09-17 12:31:37.692021",2e:b3:61:70:a4:df,-73,<None>,"Admin OUI",
"2015-09-17 12:31:37.746166",2e:b3:61:70:a4:df,-73,<None>,"Admin OUI",
"2015-09-17 12:31:38.758607",c0:bd:d1:3c:7b:15,-75,<None>,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:31:40.929565",58:3f:54:c8:fe:81,-75,<None>,"LG Electronics (Mobile Communications)",
"2015-09-17 12:31:53.893454",d0:5b:a8:02:7c:b2,-77,<None>,"zte corporation",
"2015-09-17 12:32:09.538670",da:a1:19:9c:dd:9d,-77,<None>,"Admin OUI",
"2015-09-17 12:32:09.594840",82:59:37:17:40:54,-77,<None>,"Admin OUI",
"2015-09-17 12:32:13.521158",c0:ee:fb:5a:03:2f,-79,BTDSWIRELESS,"OnePlus Tech (Shenzhen) Ltd",
"2015-09-17 12:32:22.226099",c0:bd:d1:a0:fe:13,-73,Rob-guest,Error,
"2015-09-17 12:32:22.606215",c0:bd:d1:a0:fe:13,-75,CUNYGUEST,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:32:22.657742",c0:bd:d1:a0:fe:13,-79,CEGuest,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:32:22.715613",c0:bd:d1:a0:fe:13,-75,FVS318N_1,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:32:22.765210",c0:bd:d1:a0:fe:13,-75,offtheave-guest,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:32:22.811817",c0:bd:d1:a0:fe:13,-77,Rob-guest,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:32:22.863558",c0:bd:d1:a0:fe:13,-75,linen,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:32:22.915426",c0:bd:d1:a0:fe:13,-77,FVS318N_1,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:32:22.963973",c0:bd:d1:a0:fe:13,-77,offtheave-guest,"Samsung Electro Mechanics co., LTD.",
"2015-09-17 12:32:23.023765",2e:b3:61:70:a4:df,-73,<None>,"Admin OUI",
"2015-09-17 12:32:34.213114",60:be:b5:e2:5b:7b,-75,<None>,"Motorola Mobility LLC",
"2015-09-17 12:32:40.257436",d0:5b:a8:02:7c:b2,-75,<None>,"zte corporation",
"2015-09-17 12:32:51.855196",70:3e:ac:aa:f3:70,-73,<None>,Apple,
"2015-09-17 12:32:51.917772",70:3e:ac:aa:f3:70,-73,<None>,Apple,
"2015-09-17 12:32:54.717436",38:94:96:1b:59:0f,-79,<None>,"Samsung Elec Co.,Ltd",
"2015-09-17 12:32:54.772188",38:94:96:1b:59:0f,-81,<None>,"Samsung Elec Co.,Ltd",
"2015-09-17 12:33:07.717751",2e:b3:61:70:a4:df,-69,<None>,"Admin OUI",
"2015-09-17 12:33:14.860411",ea:8e:9a:9c:ef:8a,-75,<None>,"Admin OUI",
"2015-09-17 12:33:22.428104",cc:3a:61:0e:bb:3e,-81,<None>,"SAMSUNG ELECTRO MECHANICS CO., LTD.",
"2015-09-17 12:33:22.484018",cc:3a:61:0e:bb:3e,-77,<None>,"SAMSUNG ELECTRO MECHANICS CO., LTD.",
"2015-09-17 12:33:31.545220",58:f1:02:07:3e:15,-79,<None>,"BLU Products Inc.",
"2015-09-17 12:33:36.906649",0c:48:85:f3:0b:ba,-73,<None>,"LG Electronics",
"2015-09-17 12:33:36.960284",0c:48:85:f3:0b:ba,-77,<None>,"LG Electronics",
